order_id,customer_id,product_id,supplier_id,quantity,unit_price_usd,total_amount_usd,original_currency,order_date,required_date,status
ORD-000025,CUST-006,PROD-008,SUP-003,123,890.0,109470.0,USD,2026-07-11 06:00:44.489038,2026-07-23 06:00:44.489038,DELIVERED
ORD-000026,CUST-007,PROD-010,SUP-001,172,120.0,20640.0,USD,2026-07-24 13:00:44.489038,2026-08-02 13:00:44.489038,DELIVERED
ORD-000027,CUST-007,PROD-009,SUP-006,179,3400.0,608600.0,USD,2026-07-01 01:00:44.489038,2026-07-10 01:00:44.489038,DELAYED
ORD-000028,CUST-009,PROD-005,SUP-013,174,2100.0,365400.0,USD,2026-07-16 16:00:44.489038,2026-07-21 16:00:44.489038,IN_TRANSIT
ORD-000029,CUST-009,PROD-010,SUP-001,70,120.0,8400.0,USD,2026-07-18 19:00:44.489038,2026-07-31 19:00:44.489038,CUSTOMS_HOLD
ORD-000030,CUST-005,PROD-005,SUP-013,64,2100.0,134400.0,USD,2026-07-19 00:00:44.489038,2026-08-01 00:00:44.489038,IN_TRANSIT
ORD-000031,CUST-008,PROD-008,SUP-003,190,890.0,169100.0,USD,2026-07-10 16:00:44.489038,2026-07-21 16:00:44.489038,DELAYED
ORD-000032,CUST-003,PROD-006,SUP-015,164,1800.0,295200.0,USD,2026-07-19 18:00:44.489038,2026-08-02 18:00:44.489038,DELIVERED
ORD-000033,CUST-003,PROD-001,SUP-010,182,1250.0,227500.0,USD,2026-07-18 08:00:44.489038,2026-07-30 08:00:44.489038,DELIVERED
ORD-000034,CUST-009,PROD-003,SUP-007,11,45.0,495.0,USD,2026-07-20 23:00:44.489038,2026-07-28 23:00:44.489038,DELIVERED
ORD-000035,CUST-006,PROD-007,SUP-015,191,3200.0,611200.0,USD,2026-06-30 07:00:44.489038,2026-07-11 07:00:44.489038,IN_TRANSIT
ORD-000036,CUST-009,PROD-009,SUP-006,166,3400.0,564400.0,USD,2026-08-08 18:00:44.489038,2026-08-18 18:00:44.489038,IN_TRANSIT
ORD-000037,CUST-010,PROD-002,SUP-005,77,350.0,26950.0,USD,2026-08-04 10:00:44.489038,2026-08-15 10:00:44.489038,DELIVERED
ORD-000038,CUST-003,PROD-001,SUP-010,182,1250.0,227500.0,USD,2026-07-24 17:00:44.489038,2026-07-30 17:00:44.489038,DELIVERED
ORD-000039,CUST-004,PROD-007,SUP-015,166,3200.0,531200.0,USD,2026-06-29 23:00:44.489038,2026-07-13 23:00:44.489038,IN_TRANSIT
ORD-000040,CUST-006,PROD-006,SUP-015,161,1800.0,289800.0,USD,2026-08-01 02:00:44.489038,2026-08-13 02:00:44.489038,IN_TRANSIT
ORD-000041,CUST-009,PROD-009,SUP-006,89,3400.0,302600.0,USD,2026-07-01 06:00:44.489038,2026-07-06 06:00:44.489038,DELIVERED
ORD-000042,CUST-001,PROD-007,SUP-015,7,3200.0,22400.0,USD,2026-07-25 00:00:44.489038,2026-08-03 00:00:44.489038,CUSTOMS_HOLD
ORD-000043,CUST-009,PROD-006,SUP-015,8,1800.0,14400.0,USD,2026-07-27 05:00:44.489038,2026-08-01 05:00:44.489038,DELAYED
ORD-000044,CUST-006,PROD-005,SUP-013,151,2100.0,317100.0,USD,2026-08-04 19:00:44.489038,2026-08-09 19:00:44.489038,IN_TRANSIT
ORD-000045,CUST-003,PROD-005,SUP-013,73,2100.0,153300.0,USD,2026-08-10 12:00:44.489038,2026-08-20 12:00:44.489038,IN_TRANSIT
ORD-000046,CUST-008,PROD-010,SUP-001,126,120.0,15120.0,USD,2026-07-17 17:00:44.489038,2026-07-29 17:00:44.489038,DELIVERED
ORD-000047,CUST-007,PROD-008,SUP-003,10,890.0,8900.0,USD,2026-08-06 23:00:44.489038,2026-08-21 23:00:44.489038,IN_TRANSIT
ORD-000048,CUST-004,PROD-009,SUP-006,46,3400.0,156400.0,USD,2026-07-25 14:00:44.489038,2026-08-04 14:00:44.489038,IN_TRANSIT
ORD-000049,CUST-008,PROD-007,SUP-015,55,3200.0,176000.0,USD,2026-07-03 21:00:44.489038,2026-07-15 21:00:44.489038,IN_TRANSIT
ORD-000050,CUST-003,PROD-004,SUP-009,43,4800.0,206400.0,USD,2026-07-24 20:00:44.489038,2026-07-29 20:00:44.489038,DELIVERED
ORD-000051,CUST-005,PROD-010,SUP-001,199,120.0,23880.0,USD,2026-07-04 01:00:44.489038,2026-07-09 01:00:44.489038,DELIVERED
ORD-000052,CUST-003,PROD-006,SUP-015,100,1800.0,180000.0,USD,2026-07-25 05:00:44.489038,2026-07-31 05:00:44.489038,DELIVERED
ORD-000053,CUST-004,PROD-005,SUP-013,50,2100.0,105000.0,USD,2026-06-29 12:00:44.489038,2026-07-05 12:00:44.489038,CUSTOMS_HOLD
ORD-000054,CUST-002,PROD-008,SUP-003,10,890.0,8900.0,USD,2026-08-05 04:00:44.489038,2026-08-13 04:00:44.489038,IN_TRANSIT
ORD-000055,CUST-006,PROD-010,SUP-001,40,120.0,4800.0,USD,2026-08-02 20:00:44.489038,2026-08-09 20:00:44.489038,IN_TRANSIT
ORD-000056,CUST-007,PROD-006,SUP-015,95,1800.0,171000.0,USD,2026-07-02 16:00:44.489038,2026-07-12 16:00:44.489038,DELIVERED
ORD-000057,CUST-010,PROD-010,SUP-001,70,120.0,8400.0,USD,2026-07-19 03:00:44.489038,2026-07-31 03:00:44.489038,IN_TRANSIT
ORD-000058,CUST-009,PROD-008,SUP-003,95,890.0,84550.0,USD,2026-07-24 08:00:44.489038,2026-08-01 08:00:44.489038,CUSTOMS_HOLD
ORD-000059,CUST-005,PROD-004,SUP-009,120,4800.0,576000.0,USD,2026-07-30 11:00:44.489038,2026-08-08 11:00:44.489038,DELIVERED
ORD-000060,CUST-008,PROD-010,SUP-001,172,120.0,20640.0,USD,2026-08-06 16:00:44.489038,2026-08-21 16:00:44.489038,DELIVERED
ORD-000061,CUST-007,PROD-004,SUP-009,122,4800.0,585600.0,USD,2026-08-12 02:00:44.489038,2026-08-25 02:00:44.489038,DELIVERED
ORD-000062,CUST-007,PROD-010,SUP-001,105,120.0,12600.0,USD,2026-07-27 13:00:44.489038,2026-08-09 13:00:44.489038,IN_TRANSIT
ORD-000063,CUST-002,PROD-006,SUP-015,19,1800.0,34200.0,USD,2026-07-24 16:00:44.489038,2026-08-02 16:00:44.489038,IN_TRANSIT
ORD-000064,CUST-001,PROD-006,SUP-015,145,1800.0,261000.0,USD,2026-07-16 10:00:44.489038,2026-07-23 10:00:44.489038,DELAYED
ORD-000065,CUST-001,PROD-010,SUP-001,173,120.0,20760.0,USD,2026-07-07 08:00:44.489038,2026-07-20 08:00:44.489038,DELIVERED
ORD-000066,CUST-004,PROD-006,SUP-015,192,1800.0,345600.0,USD,2026-08-09 21:00:44.489038,2026-08-23 21:00:44.489038,DELIVERED
ORD-000067,CUST-008,PROD-006,SUP-015,35,1800.0,63000.0,USD,2026-08-08 05:00:44.489038,2026-08-23 05:00:44.489038,DELIVERED
ORD-000068,CUST-002,PROD-003,SUP-007,153,45.0,6885.0,USD,2026-08-06 08:00:44.489038,2026-08-11 08:00:44.489038,DELIVERED
ORD-000069,CUST-006,PROD-008,SUP-003,119,890.0,105910.0,USD,2026-07-30 23:00:44.489038,2026-08-11 23:00:44.489038,DELIVERED
ORD-000070,CUST-007,PROD-001,SUP-010,163,1250.0,203750.0,USD,2026-08-10 15:00:44.489038,2026-08-18 15:00:44.489038,IN_TRANSIT
ORD-000071,CUST-002,PROD-007,SUP-015,6,3200.0,19200.0,USD,2026-07-04 01:00:44.489038,2026-07-16 01:00:44.489038,DELIVERED
ORD-000072,CUST-002,PROD-007,SUP-015,25,3200.0,80000.0,USD,2026-07-25 12:00:44.489038,2026-08-06 12:00:44.489038,IN_TRANSIT
ORD-000073,CUST-006,PROD-009,SUP-006,83,3400.0,282200.0,USD,2026-07-17 15:00:44.489038,2026-07-23 15:00:44.489038,IN_TRANSIT
ORD-000074,CUST-005,PROD-010,SUP-001,80,120.0,9600.0,USD,2026-08-06 22:00:44.489038,2026-08-18 22:00:44.489038,DELIVERED
ORD-000075,CUST-004,PROD-007,SUP-015,187,3200.0,598400.0,USD,2026-08-10 01:00:44.489038,2026-08-21 01:00:44.489038,DELIVERED
ORD-000076,CUST-010,PROD-005,SUP-013,22,2100.0,46200.0,USD,2026-07-18 05:00:44.489038,2026-07-29 05:00:44.489038,DELIVERED
ORD-000077,CUST-007,PROD-001,SUP-010,123,1250.0,153750.0,USD,2026-08-03 17:00:44.489038,2026-08-10 17:00:44.489038,IN_TRANSIT
ORD-000078,CUST-006,PROD-004,SUP-009,169,4800.0,811200.0,USD,2026-07-20 03:00:44.489038,2026-07-30 03:00:44.489038,DELIVERED
ORD-000079,CUST-010,PROD-004,SUP-009,17,4800.0,81600.0,USD,2026-07-24 21:00:44.489038,2026-08-08 21:00:44.489038,DELAYED
ORD-000080,CUST-001,PROD-009,SUP-006,50,3400.0,170000.0,USD,2026-07-22 10:00:44.489038,2026-08-01 10:00:44.489038,DELIVERED
ORD-000081,CUST-002,PROD-008,SUP-003,80,890.0,71200.0,USD,2026-07-15 02:00:44.489038,2026-07-27 02:00:44.489038,DELAYED
ORD-000082,CUST-002,PROD-009,SUP-006,95,3400.0,323000.0,USD,2026-06-29 19:00:44.489038,2026-07-10 19:00:44.489038,CUSTOMS_HOLD
ORD-000083,CUST-008,PROD-003,SUP-007,112,45.0,5040.0,USD,2026-07-03 05:00:44.489038,2026-07-17 05:00:44.489038,IN_TRANSIT
ORD-000084,CUST-006,PROD-007,SUP-015,184,3200.0,588800.0,USD,2026-08-05 21:00:44.489038,2026-08-18 21:00:44.489038,DELIVERED
ORD-000085,CUST-001,PROD-004,SUP-009,115,4800.0,552000.0,USD,2026-08-11 18:00:44.489038,2026-08-23 18:00:44.489038,DELIVERED
ORD-000086,CUST-005,PROD-010,SUP-001,170,120.0,20400.0,USD,2026-07-21 11:00:44.489038,2026-08-01 11:00:44.489038,DELIVERED
ORD-000087,CUST-006,PROD-008,SUP-003,100,890.0,89000.0,USD,2026-07-27 00:00:44.489038,2026-08-03 00:00:44.489038,DELIVERED
ORD-000088,CUST-005,PROD-008,SUP-003,144,890.0,128160.0,USD,2026-07-02 22:00:44.489038,2026-07-16 22:00:44.489038,DELIVERED
ORD-000089,CUST-005,PROD-002,SUP-005,33,350.0,11550.0,USD,2026-08-06 02:00:44.489038,2026-08-17 02:00:44.489038,DELIVERED
ORD-000090,CUST-010,PROD-001,SUP-010,198,1250.0,247500.0,USD,2026-07-12 16:00:44.489038,2026-07-17 16:00:44.489038,DELIVERED
ORD-000091,CUST-007,PROD-003,SUP-007,177,45.0,7965.0,USD,2026-07-06 20:00:44.489038,2026-07-14 20:00:44.489038,DELIVERED
ORD-000092,CUST-005,PROD-002,SUP-005,51,350.0,17850.0,USD,2026-07-08 07:00:44.489038,2026-07-21 07:00:44.489038,DELAYED
ORD-000093,CUST-009,PROD-004,SUP-009,47,4800.0,225600.0,USD,2026-08-09 20:00:44.489038,2026-08-17 20:00:44.489038,IN_TRANSIT
ORD-000094,CUST-002,PROD-007,SUP-015,140,3200.0,448000.0,USD,2026-07-11 01:00:44.489038,2026-07-26 01:00:44.489038,CUSTOMS_HOLD
ORD-000095,CUST-002,PROD-010,SUP-001,127,120.0,15240.0,USD,2026-07-01 19:00:44.489038,2026-07-15 19:00:44.489038,DELAYED
ORD-000096,CUST-009,PROD-010,SUP-001,196,120.0,23520.0,USD,2026-07-08 13:00:44.489038,2026-07-20 13:00:44.489038,IN_TRANSIT
ORD-000097,CUST-004,PROD-002,SUP-005,103,350.0,36050.0,USD,2026-08-09 12:00:44.489038,2026-08-20 12:00:44.489038,IN_TRANSIT
ORD-000098,CUST-003,PROD-005,SUP-013,126,2100.0,264600.0,USD,2026-07-17 02:00:44.489038,2026-07-26 02:00:44.489038,IN_TRANSIT
ORD-000099,CUST-001,PROD-004,SUP-009,33,4800.0,158400.0,USD,2026-07-10 08:00:44.489038,2026-07-19 08:00:44.489038,DELIVERED
ORD-000100,CUST-008,PROD-009,SUP-006,140,3400.0,476000.0,USD,2026-07-13 06:00:44.489038,2026-07-21 06:00:44.489038,DELIVERED
ORD-000101,CUST-010,PROD-006,SUP-015,188,1800.0,338400.0,USD,2026-06-29 15:00:44.489038,2026-07-13 15:00:44.489038,DELIVERED
ORD-000102,CUST-007,PROD-005,SUP-013,157,2100.0,329700.0,USD,2026-07-07 22:00:44.489038,2026-07-20 22:00:44.489038,IN_TRANSIT
ORD-000103,CUST-002,PROD-004,SUP-009,98,4800.0,470400.0,USD,2026-07-09 03:00:44.489038,2026-07-19 03:00:44.489038,DELIVERED
ORD-000104,CUST-006,PROD-008,SUP-003,194,890.0,172660.0,USD,2026-07-07 19:00:44.489038,2026-07-14 19:00:44.489038,DELIVERED
ORD-000105,CUST-010,PROD-005,SUP-013,166,2100.0,348600.0,USD,2026-07-23 16:00:44.489038,2026-07-29 16:00:44.489038,IN_TRANSIT
ORD-000106,CUST-008,PROD-009,SUP-006,93,3400.0,316200.0,USD,2026-07-09 12:00:44.489038,2026-07-22 12:00:44.489038,DELIVERED
ORD-000107,CUST-007,PROD-006,SUP-015,70,1800.0,126000.0,USD,2026-07-16 19:00:44.489038,2026-07-26 19:00:44.489038,DELIVERED
ORD-000108,CUST-002,PROD-010,SUP-001,88,120.0,10560.0,USD,2026-07-17 15:00:44.489038,2026-07-25 15:00:44.489038,DELAYED
ORD-000109,CUST-007,PROD-004,SUP-009,139,4800.0,667200.0,USD,2026-07-30 01:00:44.489038,2026-08-04 01:00:44.489038,DELIVERED
ORD-000110,CUST-005,PROD-002,SUP-005,198,350.0,69300.0,USD,2026-07-18 19:00:44.489038,2026-08-01 19:00:44.489038,DELIVERED
ORD-000111,CUST-001,PROD-003,SUP-007,150,45.0,6750.0,USD,2026-08-08 06:00:44.489038,2026-08-18 06:00:44.489038,DELIVERED
ORD-000112,CUST-001,PROD-006,SUP-015,107,1800.0,192600.0,USD,2026-08-07 03:00:44.489038,2026-08-21 03:00:44.489038,DELIVERED
ORD-000113,CUST-005,PROD-002,SUP-005,124,350.0,43400.0,USD,2026-08-06 00:00:44.489038,2026-08-11 00:00:44.489038,IN_TRANSIT
ORD-000114,CUST-010,PROD-003,SUP-007,168,45.0,7560.0,USD,2026-07-18 14:00:44.489038,2026-07-23 14:00:44.489038,IN_TRANSIT
ORD-000115,CUST-009,PROD-003,SUP-007,184,45.0,8280.0,USD,2026-06-29 10:00:44.489038,2026-07-10 10:00:44.489038,IN_TRANSIT
ORD-000116,CUST-003,PROD-001,SUP-010,150,1250.0,187500.0,USD,2026-08-05 15:00:44.489038,2026-08-13 15:00:44.489038,IN_TRANSIT
ORD-000117,CUST-008,PROD-008,SUP-003,143,890.0,127270.0,USD,2026-07-09 04:00:44.489038,2026-07-24 04:00:44.489038,DELIVERED
ORD-000118,CUST-007,PROD-007,SUP-015,109,3200.0,348800.0,USD,2026-07-07 17:00:44.489038,2026-07-12 17:00:44.489038,DELIVERED
ORD-000119,CUST-001,PROD-006,SUP-015,175,1800.0,315000.0,USD,2026-08-03 09:00:44.489038,2026-08-11 09:00:44.489038,DELIVERED
ORD-000120,CUST-005,PROD-004,SUP-009,6,4800.0,28800.0,USD,2026-07-13 06:00:44.489038,2026-07-27 06:00:44.489038,DELIVERED
ORD-000121,CUST-001,PROD-004,SUP-009,95,4800.0,456000.0,USD,2026-07-17 11:00:44.489038,2026-07-26 11:00:44.489038,DELIVERED
ORD-000122,CUST-003,PROD-005,SUP-013,68,2100.0,142800.0,USD,2026-08-03 12:00:44.489038,2026-08-09 12:00:44.489038,DELIVERED
ORD-000123,CUST-005,PROD-010,SUP-001,7,120.0,840.0,USD,2026-08-10 01:00:44.489038,2026-08-25 01:00:44.489038,DELIVERED
ORD-000124,CUST-001,PROD-003,SUP-007,175,45.0,7875.0,USD,2026-07-07 01:00:44.489038,2026-07-14 01:00:44.489038,DELIVERED
ORD-000125,CUST-002,PROD-001,SUP-010,71,1250.0,88750.0,USD,2026-07-18 11:00:44.489038,2026-08-02 11:00:44.489038,DELIVERED
ORD-000126,CUST-002,PROD-009,SUP-006,126,3400.0,428400.0,USD,2026-07-30 07:00:44.489038,2026-08-13 07:00:44.489038,DELIVERED
ORD-000127,CUST-004,PROD-007,SUP-015,65,3200.0,208000.0,USD,2026-07-13 20:00:44.489038,2026-07-25 20:00:44.489038,CUSTOMS_HOLD
ORD-000128,CUST-010,PROD-005,SUP-013,81,2100.0,170100.0,USD,2026-07-07 07:00:44.489038,2026-07-17 07:00:44.489038,IN_TRANSIT
ORD-000129,CUST-004,PROD-003,SUP-007,36,45.0,1620.0,USD,2026-08-07 02:00:44.489038,2026-08-18 02:00:44.489038,IN_TRANSIT
ORD-000130,CUST-008,PROD-002,SUP-005,114,350.0,39900.0,USD,2026-07-27 20:00:44.489038,2026-08-05 20:00:44.489038,DELIVERED
ORD-000131,CUST-005,PROD-008,SUP-003,129,890.0,114810.0,USD,2026-07-15 22:00:44.489038,2026-07-21 22:00:44.489038,IN_TRANSIT
ORD-000132,CUST-007,PROD-010,SUP-001,79,120.0,9480.0,USD,2026-07-17 14:00:44.489038,2026-07-22 14:00:44.489038,DELIVERED
ORD-000133,CUST-007,PROD-003,SUP-007,71,45.0,3195.0,USD,2026-07-03 13:00:44.489038,2026-07-16 13:00:44.489038,DELIVERED
ORD-000134,CUST-007,PROD-001,SUP-010,60,1250.0,75000.0,USD,2026-07-11 13:00:44.489038,2026-07-16 13:00:44.489038,DELIVERED
ORD-000135,CUST-003,PROD-006,SUP-015,41,1800.0,73800.0,USD,2026-07-05 22:00:44.489038,2026-07-15 22:00:44.489038,IN_TRANSIT
ORD-000136,CUST-008,PROD-002,SUP-005,53,350.0,18550.0,USD,2026-07-28 10:00:44.489038,2026-08-11 10:00:44.489038,DELIVERED
ORD-000137,CUST-006,PROD-007,SUP-015,38,3200.0,121600.0,USD,2026-07-22 21:00:44.489038,2026-08-02 21:00:44.489038,IN_TRANSIT
ORD-000138,CUST-005,PROD-007,SUP-015,86,3200.0,275200.0,USD,2026-07-22 08:00:44.489038,2026-08-04 08:00:44.489038,DELIVERED
ORD-000139,CUST-006,PROD-002,SUP-005,190,350.0,66500.0,USD,2026-08-08 10:00:44.489038,2026-08-23 10:00:44.489038,DELIVERED
ORD-000140,CUST-002,PROD-001,SUP-010,184,1250.0,230000.0,USD,2026-08-07 18:00:44.489038,2026-08-13 18:00:44.489038,DELIVERED
ORD-000141,CUST-005,PROD-006,SUP-015,149,1800.0,268200.0,USD,2026-08-12 03:00:44.489038,2026-08-18 03:00:44.489038,DELIVERED
ORD-000142,CUST-008,PROD-006,SUP-015,175,1800.0,315000.0,USD,2026-07-27 14:00:44.489038,2026-08-04 14:00:44.489038,DELIVERED
ORD-000143,CUST-004,PROD-009,SUP-006,131,3400.0,445400.0,USD,2026-07-13 02:00:44.489038,2026-07-21 02:00:44.489038,DELIVERED
ORD-000144,CUST-005,PROD-005,SUP-013,161,2100.0,338100.0,USD,2026-07-31 09:00:44.489038,2026-08-08 09:00:44.489038,DELIVERED
ORD-000145,CUST-005,PROD-001,SUP-010,126,1250.0,157500.0,USD,2026-08-02 23:00:44.489038,2026-08-10 23:00:44.489038,IN_TRANSIT
ORD-000146,CUST-002,PROD-003,SUP-007,15,45.0,675.0,USD,2026-07-18 07:00:44.489038,2026-08-01 07:00:44.489038,CUSTOMS_HOLD
ORD-000147,CUST-007,PROD-005,SUP-013,47,2100.0,98700.0,USD,2026-07-11 12:00:44.489038,2026-07-24 12:00:44.489038,DELIVERED
ORD-000148,CUST-002,PROD-010,SUP-001,109,120.0,13080.0,USD,2026-07-24 17:00:44.489038,2026-08-07 17:00:44.489038,DELIVERED
ORD-000149,CUST-002,PROD-003,SUP-007,75,45.0,3375.0,USD,2026-08-07 03:00:44.489038,2026-08-22 03:00:44.489038,DELIVERED
ORD-000150,CUST-009,PROD-006,SUP-015,81,1800.0,145800.0,USD,2026-08-02 02:00:44.489038,2026-08-16 02:00:44.489038,DELIVERED
ORD-000151,CUST-002,PROD-007,SUP-015,104,3200.0,332800.0,USD,2026-07-23 00:00:44.489038,2026-07-28 00:00:44.489038,DELIVERED
ORD-000152,CUST-007,PROD-005,SUP-013,61,2100.0,128100.0,USD,2026-08-09 14:00:44.489038,2026-08-19 14:00:44.489038,DELAYED
ORD-000153,CUST-009,PROD-008,SUP-003,41,890.0,36490.0,USD,2026-07-14 07:00:44.489038,2026-07-29 07:00:44.489038,DELIVERED
ORD-000154,CUST-010,PROD-007,SUP-015,152,3200.0,486400.0,USD,2026-08-03 21:00:44.489038,2026-08-08 21:00:44.489038,DELIVERED
ORD-000155,CUST-005,PROD-004,SUP-009,9,4800.0,43200.0,USD,2026-08-05 09:00:44.489038,2026-08-12 09:00:44.489038,DELIVERED
ORD-000156,CUST-005,PROD-005,SUP-013,80,2100.0,168000.0,USD,2026-07-29 05:00:44.489038,2026-08-06 05:00:44.489038,DELIVERED
ORD-000157,CUST-008,PROD-004,SUP-009,81,4800.0,388800.0,USD,2026-07-04 19:00:44.489038,2026-07-16 19:00:44.489038,DELIVERED
ORD-000158,CUST-002,PROD-004,SUP-009,116,4800.0,556800.0,USD,2026-08-01 13:00:44.489038,2026-08-11 13:00:44.489038,CUSTOMS_HOLD
ORD-000159,CUST-003,PROD-003,SUP-007,13,45.0,585.0,USD,2026-07-23 11:00:44.489038,2026-08-05 11:00:44.489038,DELIVERED
ORD-000160,CUST-002,PROD-001,SUP-010,129,1250.0,161250.0,USD,2026-07-10 13:00:44.489038,2026-07-20 13:00:44.489038,IN_TRANSIT
ORD-000161,CUST-002,PROD-002,SUP-005,137,350.0,47950.0,USD,2026-07-03 02:00:44.489038,2026-07-08 02:00:44.489038,DELAYED
ORD-000162,CUST-001,PROD-004,SUP-009,134,4800.0,643200.0,USD,2026-08-08 08:00:44.489038,2026-08-17 08:00:44.489038,DELIVERED
ORD-000163,CUST-009,PROD-007,SUP-015,74,3200.0,236800.0,USD,2026-07-24 14:00:44.489038,2026-07-30 14:00:44.489038,DELAYED
ORD-000164,CUST-005,PROD-003,SUP-007,21,45.0,945.0,USD,2026-07-30 16:00:44.489038,2026-08-08 16:00:44.489038,DELIVERED
ORD-000165,CUST-005,PROD-001,SUP-010,66,1250.0,82500.0,USD,2026-07-12 11:00:44.489038,2026-07-25 11:00:44.489038,DELIVERED
ORD-000166,CUST-002,PROD-004,SUP-009,197,4800.0,945600.0,USD,2026-07-15 11:00:44.489038,2026-07-29 11:00:44.489038,DELIVERED
ORD-000167,CUST-002,PROD-007,SUP-015,103,3200.0,329600.0,USD,2026-07-19 16:00:44.489038,2026-07-31 16:00:44.489038,DELIVERED
ORD-000168,CUST-001,PROD-004,SUP-009,118,4800.0,566400.0,USD,2026-07-09 10:00:44.489038,2026-07-19 10:00:44.489038,DELAYED
ORD-000169,CUST-007,PROD-007,SUP-015,109,3200.0,348800.0,USD,2026-08-03 14:00:44.489038,2026-08-13 14:00:44.489038,DELIVERED
ORD-000170,CUST-008,PROD-005,SUP-013,87,2100.0,182700.0,USD,2026-08-04 21:00:44.489038,2026-08-15 21:00:44.489038,IN_TRANSIT
ORD-000171,CUST-004,PROD-002,SUP-005,37,350.0,12950.0,USD,2026-07-31 16:00:44.489038,2026-08-08 16:00:44.489038,DELAYED
ORD-000172,CUST-007,PROD-003,SUP-007,132,45.0,5940.0,USD,2026-07-14 05:00:44.489038,2026-07-28 05:00:44.489038,DELIVERED
ORD-000173,CUST-004,PROD-004,SUP-009,81,4800.0,388800.0,USD,2026-08-03 16:00:44.489038,2026-08-11 16:00:44.489038,DELAYED
ORD-000174,CUST-003,PROD-008,SUP-003,173,890.0,153970.0,USD,2026-07-03 22:00:44.489038,2026-07-18 22:00:44.489038,DELIVERED
