event_id,shipment_id,device_id,latitude,longitude,temperature_c,humidity_pct,battery_level,recorded_at,is_temp_breach
IOT-0000112,SHP-000122,DEV-190,-26.393618,-45.996014,2.42,45.56,49,2026-08-10 22:40:44.489038,False
IOT-0000113,SHP-000185,DEV-937,23.596062,53.597758,2.6,61.87,41,2026-08-09 03:55:44.489038,False
IOT-0000114,SHP-000176,DEV-313,35.315617,141.74854,5.57,54.27,93,2026-08-09 15:26:44.489038,False
IOT-0000115,SHP-000139,DEV-490,26.0234,57.232451,6.07,64.99,60,2026-08-10 05:32:44.489038,False
IOT-0000116,SHP-000173,DEV-381,42.413302,-85.185167,6.18,62.59,41,2026-08-11 07:47:44.489038,False
IOT-0000117,SHP-000207,DEV-854,51.000992,4.693091,3.62,40.37,85,2026-08-09 16:48:44.489038,False
IOT-0000118,SHP-000545,DEV-931,-33.158763,150.821569,5.06,67.93,76,2026-08-12 09:40:44.489038,False
IOT-0000119,SHP-000243,DEV-948,24.394399,56.987079,3.33,70.33,32,2026-08-09 20:12:44.489038,False
IOT-0000120,SHP-000165,DEV-530,42.730362,-89.392395,6.19,59.81,97,2026-08-08 21:07:44.489038,False
IOT-0000121,SHP-000588,DEV-255,34.25838,-118.622883,4.83,61.39,18,2026-08-12 03:07:44.489038,False
IOT-0000122,SHP-000217,DEV-244,41.896761,-87.116737,4.04,53.04,93,2026-08-09 18:11:44.489038,False
IOT-0000123,SHP-000470,DEV-189,51.816113,2.273048,4.79,42.45,53,2026-08-09 23:46:44.489038,False
IOT-0000124,SHP-000367,DEV-427,52.178818,10.518063,5.39,44.94,41,2026-08-09 01:44:44.489038,False
IOT-0000125,SHP-000423,DEV-516,49.476717,4.50202,4.63,45.12,93,2026-08-09 18:43:44.489038,False
IOT-0000126,SHP-000133,DEV-853,34.931664,-120.026347,3.52,64.47,66,2026-08-10 21:44:44.489038,False
IOT-0000127,SHP-000593,DEV-867,53.230548,10.894922,5.2,40.01,97,2026-08-11 13:41:44.489038,False
IOT-0000128,SHP-000337,DEV-496,40.635463,-85.906114,2.66,72.75,53,2026-08-13 00:41:44.489038,False
IOT-0000129,SHP-000480,DEV-384,27.274691,55.250458,3.33,42.88,47,2026-08-12 04:40:44.489038,False
IOT-0000130,SHP-000389,DEV-390,29.054131,120.126781,3.14,74.16,72,2026-08-11 16:59:44.489038,False
IOT-0000131,SHP-000089,DEV-774,-32.938532,149.613519,3.25,50.67,88,2026-08-09 12:17:44.489038,False
IOT-0000132,SHP-000135,DEV-316,-32.052047,150.547952,4.0,73.04,97,2026-08-09 13:36:44.489038,False
IOT-0000133,SHP-000220,DEV-463,52.507348,5.181553,6.08,52.54,21,2026-08-09 04:00:44.489038,False
IOT-0000134,SHP-000544,DEV-384,-31.915748,152.920016,2.34,64.12,92,2026-08-10 07:44:44.489038,False
IOT-0000135,SHP-000033,DEV-316,33.969513,137.181466,2.0,68.09,48,2026-08-08 21:57:44.489038,False
IOT-0000136,SHP-000422,DEV-946,0.248843,104.576005,3.02,48.01,92,2026-08-12 23:49:44.489038,False
IOT-0000137,SHP-000109,DEV-490,23.105327,53.266318,4.36,58.58,71,2026-08-09 04:01:44.489038,False
IOT-0000138,SHP-000379,DEV-426,52.181599,10.185215,10.34,65.14,78,2026-08-13 02:22:44.489038,True
IOT-0000139,SHP-000220,DEV-932,0.300818,105.378932,2.29,73.81,82,2026-08-11 04:03:44.489038,False
IOT-0000140,SHP-000357,DEV-524,42.167025,-88.454391,4.88,66.29,42,2026-08-11 21:44:44.489038,False
IOT-0000141,SHP-000375,DEV-272,40.181687,-86.404562,3.93,49.92,91,2026-08-12 04:51:44.489038,False
IOT-0000142,SHP-000259,DEV-340,42.28067,-87.020349,12.05,42.1,15,2026-08-11 20:02:44.489038,True
IOT-0000143,SHP-000011,DEV-299,51.746679,3.60098,5.41,63.81,18,2026-08-09 07:39:44.489038,False
IOT-0000144,SHP-000054,DEV-130,52.288227,3.245297,4.95,73.92,78,2026-08-10 10:47:44.489038,False
IOT-0000145,SHP-000447,DEV-684,29.567295,119.1581,5.81,62.53,92,2026-08-08 11:21:44.489038,False
IOT-0000146,SHP-000137,DEV-175,30.860468,122.149814,6.35,64.89,43,2026-08-12 11:30:44.489038,False
IOT-0000147,SHP-000354,DEV-192,1.532782,104.160919,10.1,46.18,91,2026-08-08 08:48:44.489038,True
IOT-0000148,SHP-000284,DEV-155,32.125702,-117.501422,4.21,53.06,82,2026-08-08 05:44:44.489038,False
IOT-0000149,SHP-000041,DEV-804,43.874832,-86.799075,5.11,42.8,53,2026-08-11 19:53:44.489038,False
IOT-0000150,SHP-000047,DEV-140,27.504615,57.583107,3.2,49.29,81,2026-08-09 02:32:44.489038,False
IOT-0000151,SHP-000106,DEV-487,35.520468,-116.346548,9.19,41.8,20,2026-08-10 19:02:44.489038,True
IOT-0000152,SHP-000366,DEV-191,41.290746,-86.632835,4.39,45.25,35,2026-08-12 01:12:44.489038,False
IOT-0000153,SHP-000100,DEV-813,33.324793,-117.178195,3.14,45.19,31,2026-08-11 20:29:44.489038,False
IOT-0000154,SHP-000506,DEV-643,29.318998,119.880636,4.29,49.35,36,2026-08-11 15:05:44.489038,False
IOT-0000155,SHP-000461,DEV-909,51.913019,5.684822,4.01,73.3,62,2026-08-11 08:33:44.489038,False
IOT-0000156,SHP-000515,DEV-772,52.789414,2.395929,5.32,47.79,23,2026-08-11 20:38:44.489038,False
IOT-0000157,SHP-000239,DEV-143,-25.64556,-45.291585,2.67,44.01,41,2026-08-13 04:14:44.489038,False
IOT-0000158,SHP-000594,DEV-122,0.615383,103.496049,5.34,46.08,54,2026-08-10 14:56:44.489038,False
IOT-0000159,SHP-000162,DEV-203,50.928244,6.896962,3.19,71.98,81,2026-08-09 05:27:44.489038,False
IOT-0000160,SHP-000014,DEV-995,33.799888,-119.213416,3.68,43.69,17,2026-08-11 17:47:44.489038,False
IOT-0000161,SHP-000404,DEV-120,-22.367811,-48.820486,3.93,61.9,61,2026-08-12 04:03:44.489038,False
IOT-0000162,SHP-000168,DEV-288,36.262089,-119.982485,4.54,53.58,35,2026-08-10 04:19:44.489038,False
IOT-0000163,SHP-000286,DEV-197,-32.241055,149.948767,3.11,51.94,47,2026-08-12 15:27:44.489038,False
IOT-0000164,SHP-000580,DEV-748,-32.522077,149.714592,5.3,71.83,38,2026-08-09 01:16:44.489038,False
IOT-0000165,SHP-000300,DEV-840,49.887632,3.702812,2.42,57.95,64,2026-08-08 18:43:44.489038,False
IOT-0000166,SHP-000364,DEV-441,-23.556262,-44.050717,3.79,72.77,65,2026-08-09 20:47:44.489038,False
IOT-0000167,SHP-000316,DEV-343,42.084815,-88.462402,3.11,71.6,72,2026-08-09 04:13:44.489038,False
IOT-0000168,SHP-000272,DEV-696,25.41799,56.191747,6.49,47.56,96,2026-08-12 07:46:44.489038,False
IOT-0000169,SHP-000003,DEV-274,0.470564,105.199929,4.88,50.43,67,2026-08-11 10:44:44.489038,False
IOT-0000170,SHP-000366,DEV-390,55.005554,8.02516,5.97,42.95,21,2026-08-10 09:52:44.489038,False
IOT-0000171,SHP-000060,DEV-863,43.438791,-86.998887,4.41,73.01,96,2026-08-12 19:32:44.489038,False
IOT-0000172,SHP-000056,DEV-483,-31.934246,149.458631,5.48,59.09,81,2026-08-09 01:54:44.489038,False
IOT-0000173,SHP-000319,DEV-366,-32.047384,151.13896,3.85,43.04,57,2026-08-12 15:09:44.489038,False
IOT-0000174,SHP-000370,DEV-140,-25.496236,-44.276811,2.78,47.29,87,2026-08-09 04:11:44.489038,False
IOT-0000175,SHP-000488,DEV-477,35.011137,-119.328183,2.54,44.4,92,2026-08-08 10:10:44.489038,False
IOT-0000176,SHP-000534,DEV-974,-34.519244,149.242223,2.79,63.02,62,2026-08-09 09:39:44.489038,False
IOT-0000177,SHP-000112,DEV-989,35.497327,138.804093,5.86,49.42,36,2026-08-08 18:12:44.489038,False
IOT-0000178,SHP-000571,DEV-667,37.348341,139.736883,4.16,68.02,80,2026-08-09 15:23:44.489038,False
IOT-0000179,SHP-000116,DEV-937,34.77443,-120.288072,3.27,71.4,32,2026-08-08 06:46:44.489038,False
IOT-0000180,SHP-000597,DEV-323,1.491437,103.696139,6.12,61.78,65,2026-08-09 12:45:44.489038,False
IOT-0000181,SHP-000280,DEV-873,-24.654898,-46.470838,2.07,58.19,16,2026-08-09 10:38:44.489038,False
IOT-0000182,SHP-000554,DEV-635,-23.512096,-47.393771,2.51,63.46,17,2026-08-08 14:51:44.489038,False
IOT-0000183,SHP-000314,DEV-646,-24.778267,-46.574609,3.66,40.13,100,2026-08-09 13:31:44.489038,False
IOT-0000184,SHP-000400,DEV-312,1.283556,103.847872,6.36,49.22,96,2026-08-10 16:12:44.489038,False
IOT-0000185,SHP-000531,DEV-364,-26.045934,-44.562403,3.42,60.23,48,2026-08-08 08:04:44.489038,False
IOT-0000186,SHP-000026,DEV-654,-0.633423,102.743438,3.72,49.12,70,2026-08-09 13:14:44.489038,False
IOT-0000187,SHP-000374,DEV-300,37.644163,137.697609,2.02,54.24,98,2026-08-08 08:56:44.489038,False
IOT-0000188,SHP-000011,DEV-884,26.543576,55.825814,6.05,42.96,41,2026-08-08 16:27:44.489038,False
IOT-0000189,SHP-000471,DEV-678,33.994874,-118.298191,10.27,44.03,89,2026-08-12 04:13:44.489038,True
IOT-0000190,SHP-000397,DEV-929,-1.11106,101.339877,6.0,68.23,96,2026-08-12 23:12:44.489038,False
IOT-0000191,SHP-000566,DEV-799,29.310186,122.424077,3.74,54.73,21,2026-08-11 11:01:44.489038,False
IOT-0000192,SHP-000433,DEV-763,33.336395,138.409878,3.22,59.33,25,2026-08-12 19:38:44.489038,False
IOT-0000193,SHP-000183,DEV-496,-32.840528,150.926539,6.25,52.61,17,2026-08-08 16:36:44.489038,False
IOT-0000194,SHP-000130,DEV-505,-24.116717,-47.682631,2.63,62.71,80,2026-08-11 18:12:44.489038,False
IOT-0000195,SHP-000198,DEV-821,53.394597,11.469887,5.95,70.8,81,2026-08-10 08:23:44.489038,False
IOT-0000196,SHP-000282,DEV-281,34.496047,138.483647,6.25,74.63,57,2026-08-08 18:16:44.489038,False
IOT-0000197,SHP-000028,DEV-553,-21.888146,-47.977519,2.37,58.17,29,2026-08-09 03:58:44.489038,False
IOT-0000198,SHP-000008,DEV-584,44.170414,-89.448854,6.08,59.39,87,2026-08-13 05:16:44.489038,False
IOT-0000199,SHP-000280,DEV-134,-21.950135,-47.838432,5.41,53.14,64,2026-08-12 14:49:44.489038,False
IOT-0000200,SHP-000462,DEV-987,33.685293,119.502377,2.09,61.84,64,2026-08-10 15:16:44.489038,False
IOT-0000201,SHP-000344,DEV-474,40.470376,-89.222999,2.19,49.45,73,2026-08-08 23:25:44.489038,False
IOT-0000202,SHP-000200,DEV-777,51.592919,10.589964,5.65,67.06,19,2026-08-10 05:49:44.489038,False
IOT-0000203,SHP-000125,DEV-460,-35.872785,152.403179,14.15,59.46,87,2026-08-12 08:27:44.489038,True
IOT-0000204,SHP-000069,DEV-950,52.073465,3.673518,5.91,66.09,30,2026-08-10 21:02:44.489038,False
IOT-0000205,SHP-000415,DEV-728,33.84081,-119.394186,2.51,62.14,93,2026-08-13 00:24:44.489038,False
IOT-0000206,SHP-000238,DEV-102,2.407326,105.713369,3.27,65.29,67,2026-08-10 21:21:44.489038,False
IOT-0000207,SHP-000118,DEV-949,51.282871,2.104424,4.65,57.02,90,2026-08-09 18:10:44.489038,False
IOT-0000208,SHP-000387,DEV-554,-0.875576,102.610243,3.74,62.78,74,2026-08-10 13:31:44.489038,False
IOT-0000209,SHP-000351,DEV-584,51.289932,7.548811,5.03,72.27,45,2026-08-08 06:16:44.489038,False
IOT-0000210,SHP-000111,DEV-113,54.972565,9.28834,3.15,74.51,62,2026-08-13 04:57:44.489038,False
IOT-0000211,SHP-000504,DEV-600,-0.333243,101.981761,5.83,40.43,70,2026-08-09 04:48:44.489038,False
IOT-0000212,SHP-000575,DEV-799,-25.815589,-46.547784,6.48,60.16,86,2026-08-11 03:50:44.489038,False
IOT-0000213,SHP-000282,DEV-556,51.309777,5.182192,5.4,73.28,17,2026-08-08 07:51:44.489038,False
IOT-0000214,SHP-000588,DEV-734,39.703522,-86.229358,2.9,67.97,60,2026-08-11 19:19:44.489038,False
IOT-0000215,SHP-000446,DEV-909,52.840211,3.945859,5.59,53.66,62,2026-08-10 12:09:44.489038,False
IOT-0000216,SHP-000234,DEV-245,34.703681,-116.141984,6.2,52.95,17,2026-08-12 17:24:44.489038,False
IOT-0000217,SHP-000468,DEV-570,3.479732,103.799602,2.69,43.96,57,2026-08-13 00:30:44.489038,False
IOT-0000218,SHP-000454,DEV-898,33.579327,137.348828,6.37,67.03,79,2026-08-09 21:53:44.489038,False
IOT-0000219,SHP-000254,DEV-968,32.843796,-116.120369,3.15,58.1,34,2026-08-11 09:14:44.489038,False
IOT-0000220,SHP-000292,DEV-410,-0.784474,104.88543,13.43,46.71,100,2026-08-09 00:19:44.489038,True
IOT-0000221,SHP-000275,DEV-756,40.214982,-85.191058,5.71,67.17,62,2026-08-08 22:09:44.489038,False
IOT-0000222,SHP-000061,DEV-983,32.590766,121.174739,4.08,50.5,34,2026-08-12 23:11:44.489038,False
IOT-0000223,SHP-000206,DEV-950,39.789649,-88.988118,5.24,63.2,79,2026-08-11 06:51:44.489038,False
IOT-0000224,SHP-000012,DEV-269,42.565822,-89.738688,3.75,60.53,43,2026-08-10 22:33:44.489038,False
IOT-0000225,SHP-000307,DEV-734,41.459906,-89.682134,5.22,56.78,83,2026-08-12 03:52:44.489038,False
IOT-0000226,SHP-000327,DEV-940,30.382055,121.222666,6.18,62.83,50,2026-08-11 04:00:44.489038,False
IOT-0000227,SHP-000295,DEV-348,34.283384,137.44604,16.28,40.46,58,2026-08-08 16:29:44.489038,True
IOT-0000228,SHP-000118,DEV-381,49.9282,4.002003,12.79,70.04,19,2026-08-11 08:27:44.489038,True
IOT-0000229,SHP-000556,DEV-264,52.146705,10.224115,4.93,41.57,70,2026-08-09 01:13:44.489038,False
IOT-0000230,SHP-000373,DEV-500,1.856818,104.043895,4.65,54.78,46,2026-08-11 05:57:44.489038,False
IOT-0000231,SHP-000086,DEV-531,3.763398,104.424833,4.09,53.61,33,2026-08-11 06:34:44.489038,False
IOT-0000232,SHP-000582,DEV-353,2.625663,103.8158,5.07,46.16,49,2026-08-08 22:21:44.489038,False
IOT-0000233,SHP-000416,DEV-835,55.710306,10.52222,2.52,59.63,98,2026-08-11 05:33:44.489038,False
